x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y
-2.6173524686682934,0.07639285801505291,2.9835782088741,1.9485330122996278,-2.179624812502966,1.38305465964709,0.6053697976889141,0.392333434345463,0.6245083204322481,3.3352260445596404,0
0.7738823074718277,0.11549190433720224,-0.26999226799298903,0.06861087468588001,-1.9540528162911506,-1.6963973407029918,-2.3253623885682435,1.7138924482302489,0.42820352360271885,3.032366784770365,1
2.0693209443147893,0.5769239493778522,-4.366182287904591,-2.8782358649256143,-0.8202002167952136,-1.7053295471918417,-2.18033353961226,-0.3541616228646429,1.5142975919504356,-0.5232019509864794,0
2.552117762246647,1.0137993636148581,-2.277173645392743,3.2689983683018213,-1.3683800529758359,-2.8413820992026593,-0.528595262226125,2.8274954764981475,-0.5308210350093261,2.5360529934531755,1
-3.526156762672961,1.7654106743611184,3.387213255739338,3.143327313317741,1.1483337592172713,4.669884007596078,-1.874472684729793,4.429876999001388,-4.444939274421609,-0.14835129902761013,0
1.1331484516909223,0.38829653517399354,-2.6152744064638256,-3.076171771551312,-0.40325044513547004,-4.097223865578466,-2.3498679374770424,3.747831061494197,2.863965013861546,-1.5200449963057157,0
0.6556765678048533,-2.5683562413471233,1.372322386309541,3.565677744775421,0.9431174184338431,-1.117916443164896,-2.177603888631735,0.9930417326801781,0.6955185598599631,0.530560072490815,0
4.6882576103282325,-3.0739729996206133,3.5986096951536473,-1.328629750216182,1.880143606203276,0.38582673621460817,-0.25035370329365425,0.3182524300930245,1.9393942250640168,-1.5530867465566462,1
-2.215122094200795,2.716064290429304,2.607925800928922,6.480943952717925,4.6478141477795445,0.6811604519313555,4.559963925079895,4.476449886346963,0.2726447765484359,2.2769126024954818,0
-0.06450683148578285,-1.1075346557523034,-1.231605871280143,-0.5542893223239238,-2.7661586540317855,-0.31720719992586155,0.8639863921807174,-2.9492443633742775,-1.5637053468741786,3.71029318074294,1
1.3777224909978427,0.5185660529073112,-2.1494213831695186,1.5487653749721564,-1.291281555394042,-2.209012606667171,1.6292365676576606,-1.388044189296759,-1.272136336469722,4.439302512532832,1
1.0147079980626097,-0.9438252814295445,0.8277900517284398,1.2578423802913021,-1.9521308960154546,2.2074178325697993,2.19754295942481,-1.962099678108765,2.5289025710341146,2.102437528618374,1
4.00778631795432,-0.6536998067752142,-0.904848247473455,-2.474150626602098,1.9526374366867358,1.0151137198286284,1.5306811961591027,0.027779984782145162,-1.013661533610342,2.5085177946602206,1
1.0331525798302752,-1.368588231911355,-0.08577263047846673,-5.537945761128152,5.382643423150462,3.0843195167516675,-4.766321442895602,2.7036225806783984,1.3432299684094113,-1.9656849585821927,1
-1.4149763080196545,1.0344384076150765,-0.40369521684962295,2.0931766861474004,-2.246735012250187,-0.04182650153443723,-3.7810268363150774,-1.1032663131195148,0.4232680712159229,3.2961423343120138,1
0.501935014542886,-1.0710600337727245,-0.03991832405764917,0.42014481493532996,-0.2049306221696876,-0.2049746869816167,0.0598949450573375,-3.242652395527562,0.5534796657625591,0.7276326458194248,1
1.2548794733390656,-0.46078847649041976,1.7243863599605902,4.002850556256094,-3.9733084627087156,-2.345688301992198,-3.1065651423428773,-3.0854040552809474,0.0295320015146443,1.8440429489508812,1
0.48764505074583275,0.42698619326811693,-2.0071857026372792,-1.4560576591207575,-1.3515512107713685,-2.155240678683518,-1.707767947565693,0.920445865089774,1.4511853688171406,-0.3986131313385831,0
3.872092050310243,0.7806635603273466,-2.3705571441042608,-0.4842947435441407,0.5852297794525609,-0.5651560419801943,0.2569043259445254,2.0891623271441784,-0.6055959154925148,-0.18658773364334158,0
-3.539204426164762,-1.032233896674541,-1.402309634325841,4.170239968917173,1.462634274082848,2.263522423650569,-0.5066080643995523,-5.067993090548069,-4.24686277600958,0.3144350956069919,1
0.548826486849007,0.43942465698029287,-2.27792191380882,2.3963057209079635,0.044672145706919686,-1.0255911996239035,-0.021151014334294338,-0.656389888184933,-2.2920295175384853,0.8367964467442945,1
-1.7585143492076267,0.6162325356156994,1.7769724306502108,3.9829084211989727,-2.250604655351701,1.195022814515156,-0.6549909217184515,2.8743878633571196,-1.7921149011945525,0.08211615551295282,0
5.339389934317618,1.7980178983962678,-2.5462866213555193,-1.7770789897502994,0.3285082279604179,-1.7659430228914617,-1.6736022585501789,0.7220056875981427,-0.0933729546879698,-0.16333613183010898,0
-1.7136991544010662,0.8244324650842744,2.3708107277816373,-1.2793099740194875,-3.7187634987809446,-0.4228444667878005,-0.8566505925110612,-1.3017559600026942,1.3131309966775997,-1.514892946240964,0
0.6502383833706049,-1.4807061586070094,-1.9131714548198717,1.7252642713600612,-3.94490762025803,-1.7336442239291001,-0.2114529917007263,1.3330065992777609,-1.639358612813285,5.662457284971007,1
2.924546692700944,1.5195906356945295,-1.8993685402558116,3.960731432129524,-0.9663638209487153,-4.2547497243886685,0.5078185831458881,-0.7383184436877036,-1.1696383316660013,2.0763442015572617,1
3.6348552704459913,2.5722836524084394,-1.9926245639264026,-2.2145687536845573,-0.46874490346985265,0.3485631641236253,-1.165200316517861,2.1580875989576835,-0.6589347068205995,-0.4293850864602322,0
-2.18844969591309,-1.7292517555858755,2.5604289560748485,-0.3534941641091981,0.5752911085275995,0.5150064017285765,-0.36913035991734144,-1.0713757500103882,3.248628925196434,-1.1371358967389615,1
-3.221780139381264,1.9729828988015703,2.5031591514882647,1.9600325663905722,-1.6239954913499557,2.2702402579698573,-0.45930330814223397,0.8116231888374235,-3.2905582878509594,0.056451422548643326,0
4.393455191478184,0.7719159681216531,-2.520373322024656,-0.7589609377516003,1.3217030486859165,-1.6275101000336083,0.9685891336124981,0.008830704034833325,-0.2803573377256743,0.8081846607809744,0
3.5603188941651833,0.14062249047123765,0.8571892540604069,-2.283712039872282,-0.4147130283739915,-3.4549655287151033,-0.30325150938885603,1.406231301738841,0.10388316730948022,-0.9725907901325688,0
-0.3315222563539322,0.6334173977618729,0.5269140144633027,0.0956258835782342,-1.1326229383691784,0.7773776919382713,-0.6334844164519973,-3.108595734506359,-0.6901529208749531,2.4569993049550884,1
0.19610959130301686,1.363646125179975,1.822106000547508,4.726814891323164,1.7558643640984397,3.5180350418691666,-2.5570639842353065,3.572862183807473,-4.064381784522926,-3.545093358031445,0
-0.5366784651425398,-1.1957339642281992,-0.8857125213042469,-1.3857567099513362,-3.030566756222915,0.5735425163763888,-1.7330215477454374,1.8317639296741826,-0.8461891369175008,2.5387693168660475,1
